Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,LogSalary
Biology,Software Developer,30.0,Male,4.0,Bachelor's,High,2.0,10.0,25.0,69821.0,5.0,0.0,10.0,0.0,0.0,0.0,6.0,2.0,10.0,1.0,4.843986064635304
Economics,Biologist,25.0,Male,28.0,High School,Medium,8.0,4.0,94.0,41924.0,4.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,4.62246271231184
Economics,Lawyer,36.0,Female,24.0,PhD,Low,10.0,10.0,50.0,137276.0,1.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,5.137594616052149
Business,Mechanical Engineer,41.0,Male,35.0,High School,Medium,3.0,1.0,91.0,172076.0,1.0,0.0,9.0,1.0,0.0,0.0,10.0,1.0,6.0,1.0,5.235720302085832
Medicine,Economist,56.0,Female,38.0,PhD,Medium,10.0,10.0,89.0,44772.0,8.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,4.6510064950884535
Computer Science,Mechanical Engineer,43.0,Female,29.0,Master's,Low,5.0,3.0,5.0,120139.0,7.0,0.0,5.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,5.079684012692996
Law,Economist,23.0,Male,2.0,High School,Medium,3.0,10.0,6.0,154011.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,7.0,1.0,5.187551740763044
Biology,Lawyer,58.0,Female,8.0,PhD,Low,9.0,1.0,42.0,166123.0,3.0,0.0,8.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,5.22042976539282
Business,Business Analyst,50.0,Female,10.0,Bachelor's,High,2.0,7.0,44.0,56592.0,6.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,4.752755042470676
Education,Doctor,43.0,Male,3.0,Master's,Low,6.0,6.0,14.0,123554.0,10.0,0.0,5.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,5.0918568100360115
Psychology,Doctor,41.0,Male,38.0,Bachelor's,High,8.0,6.0,30.0,46915.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,4.671311720661767
Psychology,Teacher,27.0,Female,8.0,Master's,Medium,6.0,2.0,99.0,141547.0,10.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,5.150900669199161
Computer Science,Teacher,25.0,Male,38.0,High School,Medium,5.0,9.0,71.0,43229.0,6.0,1.0,7.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,4.635775189280933
Computer Science,Biologist,55.0,Male,26.0,High School,Low,4.0,8.0,99.0,158236.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,9.0,1.0,5.199305295992966
Computer Science,Doctor,32.0,Female,10.0,Bachelor's,Low,8.0,6.0,88.0,90384.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0,4.956091557392252
Arts,Biologist,22.0,Female,39.0,Bachelor's,Medium,9.0,9.0,81.0,162645.0,4.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.211240716829144
Computer Science,Mechanical Engineer,23.0,Male,26.0,High School,Low,5.0,6.0,25.0,36714.0,9.0,1.0,4.0,0.0,1.0,1.0,8.0,2.0,5.0,1.0,4.5648317035802926
Mechanical Engineering,Lawyer,26.0,Female,3.0,Master's,High,4.0,3.0,63.0,128474.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,5.1088152459627985
Economics,Software Developer,37.0,Female,16.0,Master's,Low,7.0,6.0,34.0,39825.0,2.0,0.0,7.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.600155784473169
Mechanical Engineering,Mechanical Engineer,31.0,Female,27.0,PhD,Low,8.0,6.0,24.0,70149.0,1.0,0.0,9.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,4.846021484379669
Mechanical Engineering,Lawyer,48.0,Male,10.0,PhD,Medium,4.0,3.0,73.0,56321.0,3.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,4.750670357260234
Economics,Economist,44.0,Female,33.0,PhD,Medium,9.0,4.0,29.0,46092.0,6.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,4.6636255532128015
Economics,Doctor,44.0,Male,11.0,High School,High,5.0,6.0,70.0,36122.0,3.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,4.557771788289236
Law,Lawyer,24.0,Male,21.0,Master's,High,2.0,2.0,1.0,169380.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,8.0,1.0,5.228862128530563
Business,Business Analyst,22.0,Male,16.0,Master's,Medium,2.0,6.0,31.0,172428.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,7.0,1.0,5.236607790828075
Education,Doctor,47.0,Female,16.0,Master's,High,1.0,4.0,100.0,190059.0,9.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,5.278888439883827
Arts,Artist,38.0,Male,31.0,Master's,Medium,1.0,6.0,16.0,185732.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,5.268886735329171
Economics,Business Analyst,28.0,Male,27.0,High School,Low,9.0,2.0,67.0,104745.0,5.0,1.0,5.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,5.020133301096698
Computer Science,Psychologist,20.0,Male,23.0,PhD,High,9.0,2.0,89.0,96573.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,4.9848557227919255
Computer Science,Lawyer,46.0,Female,26.0,Master's,Low,5.0,3.0,23.0,39574.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,4.597409949435367
Computer Science,Psychologist,24.0,Female,1.0,Master's,Medium,10.0,10.0,71.0,141689.0,5.0,0.0,10.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,5.151336135182279
Biology,Lawyer,30.0,Male,17.0,Bachelor's,High,1.0,6.0,45.0,138988.0,3.0,0.0,5.0,1.0,0.0,1.0,10.0,2.0,2.0,1.0,5.1429773055867996
Medicine,Biologist,35.0,Male,34.0,PhD,Low,10.0,7.0,98.0,127519.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,5.10557489834168
Business,Economist,50.0,Male,33.0,PhD,High,10.0,2.0,85.0,37585.0,5.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,5.0,1.0,4.575014554582114
Medicine,Teacher,26.0,Female,20.0,Bachelor's,Low,1.0,2.0,35.0,90109.0,7.0,1.0,4.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0,4.954768170059357
Psychology,Biologist,22.0,Female,5.0,PhD,Medium,8.0,9.0,77.0,174126.0,7.0,0.0,10.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,5.240863623578379
Medicine,Mechanical Engineer,26.0,Male,34.0,PhD,Medium,7.0,5.0,28.0,34447.0,8.0,1.0,4.0,1.0,0.0,1.0,,2.0,4.0,1.0,4.537151405048338
Business,Teacher,53.0,Male,9.0,PhD,Low,9.0,3.0,57.0,57014.0,4.0,0.0,10.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,4.755981511395073
Mechanical Engineering,Business Analyst,25.0,Female,32.0,PhD,Medium,5.0,4.0,5.0,137716.0,10.0,0.0,7.0,1.0,0.0,0.0,6.0,1.0,8.0,0.0,5.138984400010302
Economics,Teacher,24.0,Male,21.0,Master's,Low,5.0,6.0,68.0,118018.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,5.071948250564601
Computer Science,Artist,59.0,Male,9.0,Master's,High,9.0,6.0,34.0,55594.0,4.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.745027922742121
Arts,Teacher,29.0,Male,19.0,High School,High,4.0,1.0,28.0,161148.0,9.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,5.207224919874082
Education,Mechanical Engineer,36.0,Male,30.0,PhD,Low,4.0,7.0,60.0,106637.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,5.027907918647247
Psychology,Business Analyst,49.0,Male,25.0,Master's,Low,3.0,3.0,56.0,188503.0,6.0,1.0,4.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,5.275318266335329
Law,Doctor,56.0,Male,19.0,Bachelor's,Medium,9.0,10.0,61.0,184405.0,8.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,5.265772692438708
Mechanical Engineering,Lawyer,58.0,Male,7.0,High School,Medium,7.0,1.0,90.0,88084.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,4.944897028244387
Medicine,Doctor,46.0,Female,32.0,Master's,Low,7.0,6.0,6.0,168572.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,5.226785439474058
Psychology,Lawyer,43.0,Female,20.0,High School,Low,4.0,7.0,69.0,45161.0,6.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,7.0,1.0,4.654763549941894
Computer Science,Biologist,40.0,Male,3.0,PhD,Medium,1.0,1.0,76.0,192814.0,7.0,0.0,7.0,1.0,0.0,0.0,7.0,0.0,6.0,1.0,5.285138564328254
Mechanical Engineering,Lawyer,33.0,Male,34.0,Bachelor's,Low,2.0,5.0,96.0,43351.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.6369991200238285
Arts,Doctor,29.0,Male,1.0,Bachelor's,Low,7.0,5.0,3.0,46472.0,2.0,0.0,10.0,0.0,0.0,1.0,5.0,2.0,9.0,1.0,4.667191363468173
Law,Teacher,51.0,Male,0.0,Master's,Medium,2.0,7.0,61.0,190302.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.279443352577086
Medicine,Doctor,28.0,Male,5.0,PhD,High,7.0,4.0,84.0,56165.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.749465763219874
Biology,Business Analyst,42.0,Female,16.0,Bachelor's,High,1.0,2.0,77.0,92160.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4.964542466079137
Medicine,Economist,31.0,Male,1.0,PhD,High,7.0,9.0,18.0,165787.0,7.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,8.0,1.0,5.219550472839016
Medicine,Economist,20.0,Female,32.0,PhD,Low,2.0,8.0,10.0,154403.0,7.0,0.0,8.0,1.0,0.0,0.0,9.0,2.0,9.0,1.0,5.188655734282025
Biology,Psychologist,57.0,Male,11.0,High School,Medium,9.0,4.0,9.0,35312.0,6.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,4.54792231581758
Computer Science,Biologist,25.0,Female,32.0,Bachelor's,High,10.0,1.0,27.0,87858.0,2.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,4.943781312759827
Mechanical Engineering,Software Developer,41.0,Female,21.0,Bachelor's,Low,6.0,8.0,70.0,192008.0,10.0,0.0,5.0,1.0,0.0,1.0,9.0,2.0,2.0,0.0,5.283319323929981
Biology,Business Analyst,40.0,Female,21.0,High School,Medium,1.0,3.0,88.0,57608.0,7.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,8.0,1.0,4.760482797912845
Biology,Teacher,54.0,Male,37.0,Master's,High,7.0,8.0,61.0,91599.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,4.961890732435836
Mechanical Engineering,Psychologist,26.0,Male,16.0,Master's,Medium,4.0,6.0,8.0,189634.0,3.0,1.0,8.0,1.0,0.0,0.0,2.0,2.0,6.0,1.0,5.277916205832144
Medicine,Software Developer,43.0,Male,19.0,High School,Low,8.0,10.0,72.0,191108.0,9.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,5.281278867500507
Economics,Psychologist,34.0,Female,9.0,PhD,Medium,9.0,3.0,72.0,182834.0,2.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.262056960759673
Arts,Psychologist,21.0,Female,15.0,Bachelor's,High,9.0,9.0,40.0,96533.0,4.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,4.984675803167216
Psychology,Software Developer,51.0,Female,6.0,Master's,Medium,10.0,8.0,15.0,107355.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.030822276269624
Biology,Psychologist,44.0,Female,13.0,PhD,Medium,10.0,2.0,84.0,45430.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.657342736814626
Business,Artist,59.0,Male,14.0,High School,Low,9.0,9.0,69.0,161279.0,6.0,1.0,6.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,5.207577821958957
Economics,Mechanical Engineer,32.0,Female,10.0,Bachelor's,High,2.0,8.0,56.0,124672.0,9.0,1.0,8.0,0.0,0.0,1.0,7.0,0.0,2.0,1.0,5.095768926526484
Business,Psychologist,43.0,Female,8.0,High School,High,4.0,3.0,35.0,195065.0,2.0,0.0,10.0,1.0,0.0,0.0,9.0,0.0,5.0,1.0,5.2901793520677085
Economics,Business Analyst,26.0,Female,6.0,Master's,High,6.0,1.0,44.0,72380.0,10.0,0.0,7.0,0.0,0.0,1.0,6.0,1.0,7.0,0.0,4.859618578772181
Psychology,Artist,27.0,Male,17.0,Bachelor's,Medium,9.0,9.0,57.0,77266.0,9.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,10.0,0.0,4.887988429743501
Economics,Teacher,56.0,Male,5.0,Master's,Low,9.0,7.0,84.0,93545.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,4.97102057932463
Mechanical Engineering,Psychologist,57.0,Male,26.0,Master's,Medium,5.0,2.0,2.0,42128.0,3.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,4.624570841761993
Economics,Economist,23.0,Female,17.0,Bachelor's,Low,3.0,8.0,23.0,149104.0,2.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,5.173489294389452
Biology,Software Developer,35.0,Female,27.0,High School,Medium,3.0,2.0,70.0,131290.0,3.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,5.118231648327027
Education,Artist,29.0,Male,37.0,PhD,Medium,10.0,7.0,59.0,110048.0,5.0,0.0,8.0,0.0,0.0,1.0,8.0,2.0,8.0,0.0,5.04158215414192
Biology,Software Developer,34.0,Male,14.0,High School,Low,10.0,4.0,68.0,124852.0,9.0,1.0,8.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,5.096395503691826
Biology,Economist,52.0,Male,10.0,High School,High,5.0,1.0,67.0,128777.0,9.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.109838303512577
Economics,,28.0,Female,6.0,Bachelor's,High,8.0,5.0,69.0,81661.0,6.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,4.912014693880179
Business,Teacher,35.0,Female,18.0,PhD,Medium,4.0,7.0,95.0,153309.0,5.0,0.0,3.0,1.0,0.0,1.0,9.0,2.0,2.0,1.0,5.185567650846588
Biology,Artist,51.0,Male,0.0,High School,Medium,3.0,10.0,83.0,88676.0,4.0,0.0,8.0,0.0,0.0,1.0,,1.0,5.0,1.0,4.947806094714132
Business,Economist,59.0,Female,18.0,High School,Low,4.0,5.0,98.0,63583.0,10.0,1.0,10.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,4.803341015128119
Education,Economist,31.0,Female,31.0,High School,Medium,5.0,3.0,69.0,189152.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,5.2768109376687935
Computer Science,Software Developer,55.0,Male,38.0,Bachelor's,High,8.0,7.0,91.0,51031.0,10.0,,6.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,4.707834078820702
Mechanical Engineering,Economist,21.0,Male,28.0,PhD,Low,4.0,9.0,,103072.0,8.0,0.0,4.0,0.0,0.0,1.0,9.0,1.0,6.0,1.0,5.013140703139597
Business,Mechanical Engineer,42.0,Female,25.0,Master's,Low,3.0,3.0,52.0,130513.0,5.0,0.0,5.0,1.0,1.0,0.0,6.0,2.0,3.0,1.0,5.115653772571416
Education,Artist,39.0,,34.0,High School,Medium,8.0,6.0,95.0,168110.0,1.0,0.0,10.0,1.0,0.0,0.0,9.0,2.0,8.0,0.0,5.2255935481548
Medicine,Mechanical Engineer,52.0,Male,33.0,Master's,Medium,2.0,10.0,52.0,159326.0,10.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,5.202286652983499
Education,Biologist,41.0,Male,12.0,High School,Low,5.0,6.0,20.0,95355.0,8.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,4.979343470486138
Arts,Software Developer,42.0,Male,0.0,High School,Medium,10.0,8.0,26.0,73026.0,8.0,0.0,9.0,1.0,1.0,0.0,10.0,0.0,6.0,0.0,4.863477512807632
Business,Doctor,38.0,Male,22.0,High School,High,1.0,2.0,82.0,193299.0,1.0,1.0,4.0,1.0,0.0,1.0,5.0,1.0,3.0,1.0,5.2862296072846044
Medicine,Teacher,26.0,Female,32.0,High School,Medium,7.0,9.0,90.0,90379.0,5.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,4.956067531763002
Psychology,Artist,59.0,Female,23.0,PhD,Medium,8.0,3.0,39.0,83948.0,9.0,0.0,6.0,1.0,0.0,0.0,9.0,2.0,10.0,0.0,4.92401035384738
Mechanical Engineering,Business Analyst,24.0,Male,24.0,High School,High,2.0,8.0,21.0,114606.0,3.0,0.0,7.0,0.0,1.0,0.0,8.0,1.0,3.0,1.0,5.059207354967148
Biology,Business Analyst,49.0,Male,36.0,Bachelor's,Low,1.0,4.0,54.0,173626.0,9.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,10.0,1.0,5.239614760074578
Economics,Economist,30.0,Male,13.0,PhD,High,2.0,9.0,60.0,60741.0,7.0,0.0,10.0,1.0,0.0,0.0,10.0,2.0,6.0,1.0,4.783481937580714
Business,Business Analyst,39.0,Female,20.0,Bachelor's,Medium,8.0,7.0,52.0,196268.0,6.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,5.29284949696988
Biology,Biologist,46.0,Female,0.0,High School,High,6.0,4.0,84.0,192632.0,3.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,9.0,0.0,5.2847284337181
Economics,Business Analyst,50.0,Male,39.0,Master's,High,4.0,5.0,64.0,185343.0,5.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,5.267976188321985
Arts,Lawyer,55.0,Male,17.0,PhD,High,2.0,8.0,1.0,184898.0,7.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,6.0,1.0,5.266932213519035
Arts,Lawyer,49.0,Female,20.0,High School,Medium,7.0,6.0,23.0,41227.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,4.6151817332770175
Law,Doctor,59.0,Female,29.0,Bachelor's,Low,2.0,8.0,68.0,31316.0,5.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,4.495766284392676
Medicine,Lawyer,57.0,Male,16.0,PhD,High,1.0,3.0,26.0,75221.0,6.0,0.0,7.0,0.0,1.0,1.0,4.0,2.0,8.0,1.0,4.876339102705034
Business,Lawyer,55.0,Female,21.0,PhD,Medium,10.0,4.0,73.0,147775.0,7.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,5.169600968020925
Medicine,Biologist,50.0,Female,30.0,Bachelor's,High,1.0,8.0,11.0,180381.0,9.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,5.256190790247376
Arts,Psychologist,48.0,Male,28.0,PhD,Low,4.0,1.0,76.0,37928.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,4.578959942310901
Computer Science,Psychologist,47.0,Female,20.0,High School,Low,2.0,7.0,57.0,64422.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,4.809034203493311
Arts,Doctor,32.0,Female,1.0,High School,Medium,7.0,2.0,51.0,189947.0,9.0,1.0,7.0,0.0,0.0,1.0,10.0,0.0,5.0,1.0,5.2786324387502574
Education,Doctor,48.0,Male,23.0,High School,Low,5.0,6.0,11.0,182735.0,8.0,0.0,10.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,5.261821737560991
Arts,Psychologist,38.0,Male,33.0,Master's,Medium,10.0,4.0,1.0,108253.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,5.034439940733415
Arts,Lawyer,50.0,Female,29.0,Bachelor's,Low,1.0,7.0,91.0,140551.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,5.147833939896764
Education,Biologist,41.0,Female,33.0,Master's,Medium,1.0,5.0,50.0,70327.0,8.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,4.847122091731131
Mechanical Engineering,Business Analyst,39.0,Male,11.0,Master's,High,6.0,8.0,17.0,30016.0,7.0,0.0,3.0,0.0,0.0,1.0,9.0,2.0,8.0,1.0,4.4773528166989705
Arts,Artist,41.0,Male,32.0,Master's,Medium,3.0,7.0,45.0,115061.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,5.060928144177527
Computer Science,Artist,32.0,Male,13.0,Master's,High,10.0,9.0,71.0,148371.0,10.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,5.171349023781727
Arts,Economist,22.0,Female,25.0,Bachelor's,Medium,4.0,3.0,37.0,97958.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4.991039909590379
Business,Teacher,53.0,Female,39.0,Bachelor's,Low,1.0,3.0,24.0,181650.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.259235402198733
Economics,Economist,51.0,Female,16.0,Bachelor's,Medium,8.0,8.0,12.0,70286.0,3.0,0.0,10.0,0.0,1.0,1.0,7.0,0.0,5.0,0.0,4.846868828174238
Mechanical Engineering,Doctor,35.0,Male,28.0,High School,Medium,6.0,8.0,71.0,102024.0,2.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,5.008702346678729
Business,Biologist,59.0,Female,20.0,PhD,Low,7.0,8.0,19.0,96036.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,9.0,0.0,4.982434062941583
Business,Artist,44.0,Female,8.0,High School,Medium,6.0,9.0,80.0,46643.0,2.0,0.0,9.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,4.6687864757463515
Biology,Psychologist,33.0,Female,28.0,Bachelor's,High,8.0,8.0,46.0,48059.0,5.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,4.681774729867794
Law,Doctor,22.0,Male,35.0,High School,Low,4.0,9.0,17.0,89469.0,9.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,6.0,1.0,4.951672583236796
Law,Artist,49.0,Male,32.0,Master's,Medium,4.0,4.0,33.0,66843.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,4.825055933354922
Medicine,Economist,31.0,Male,15.0,Master's,Medium,2.0,7.0,94.0,69648.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,10.0,1.0,4.842908649813323
Medicine,Psychologist,29.0,Male,29.0,Bachelor's,Medium,3.0,1.0,97.0,146242.0,4.0,0.0,9.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,5.1650721178250985
Arts,Doctor,32.0,Female,31.0,High School,Medium,7.0,1.0,88.0,89867.0,6.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,4.953600244025209
Business,Biologist,55.0,Female,39.0,Master's,Low,5.0,3.0,79.0,145855.0,7.0,0.0,8.0,1.0,0.0,0.0,10.0,2.0,2.0,0.0,5.163921321597549
Business,Software Developer,24.0,Female,6.0,Master's,Low,1.0,3.0,75.0,147857.0,5.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0,5.169841890170282
Arts,Artist,31.0,Male,16.0,High School,Low,6.0,10.0,55.0,188842.0,9.0,0.0,10.0,0.0,0.0,1.0,10.0,1.0,9.0,0.0,5.276098591337507
Law,Teacher,37.0,Female,35.0,PhD,Medium,8.0,3.0,82.0,47670.0,1.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,4.678245151927042
Medicine,Psychologist,49.0,Female,19.0,Bachelor's,Medium,9.0,1.0,48.0,32991.0,10.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,4.5183954797738926
Psychology,Doctor,41.0,Male,6.0,High School,High,5.0,1.0,94.0,183618.0,3.0,0.0,3.0,0.0,0.0,1.0,8.0,2.0,3.0,0.0,5.263915252668591
Business,Economist,26.0,Male,35.0,PhD,Low,2.0,1.0,65.0,88989.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,4.949336326481453
Psychology,Teacher,53.0,Male,20.0,PhD,High,1.0,3.0,85.0,164089.0,5.0,1.0,8.0,1.0,0.0,1.0,6.0,0.0,9.0,1.0,5.215079468320474
Psychology,Biologist,49.0,Male,38.0,Bachelor's,Low,2.0,2.0,52.0,152416.0,4.0,1.0,6.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,5.183030559831496
Biology,Artist,38.0,Male,2.0,Bachelor's,High,10.0,6.0,3.0,105440.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,5.023005397249935
Arts,Economist,43.0,Male,12.0,High School,Medium,6.0,3.0,17.0,73093.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,2.0,8.0,0.0,4.863875787259644
Law,Biologist,58.0,Male,10.0,Master's,Low,10.0,8.0,,61051.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,4.785692781973368
Mechanical Engineering,Mechanical Engineer,21.0,Female,31.0,Bachelor's,Low,10.0,10.0,47.0,46515.0,7.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,6.0,1.0,4.667593025293008
Arts,Business Analyst,41.0,Male,8.0,Bachelor's,High,8.0,1.0,64.0,41891.0,3.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,4.622120727735252
Arts,Biologist,31.0,Female,0.0,PhD,High,7.0,10.0,15.0,88151.0,8.0,0.0,7.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,4.945227243374065
Law,Doctor,52.0,Female,14.0,PhD,High,5.0,3.0,51.0,123923.0,2.0,1.0,4.0,0.0,0.0,1.0,8.0,1.0,4.0,1.0,5.093151918531614
Law,Software Developer,59.0,Male,39.0,Bachelor's,Low,2.0,1.0,70.0,96107.0,3.0,1.0,9.0,0.0,0.0,0.0,7.0,2.0,7.0,1.0,4.982755020869986
Mechanical Engineering,Doctor,59.0,Female,13.0,Bachelor's,High,6.0,9.0,86.0,104681.0,6.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,5.019867862729856
Medicine,Psychologist,37.0,Male,0.0,High School,Medium,3.0,9.0,79.0,34286.0,4.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,4.535116820802952
